TID	Items	Quantities	Profit	Utility
T2791	2,3,5,7,9,11,13,15,17,19,21,23,25,28,29,31,35,36,38,40,42,44,46,48,51,52,55,56,58,60,63,64,66,69,70,72,74	2,4,3,1,1,4,1,2,4,3,1,1,2,3,4,1,3,3,4,2,1,4,3,4,3,2,1,1,4,3,4,4,3,2,2,2,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,-2,-1,4,3,-3,-2,-4,-3,-1,-4,-1,1,-1,3,-3,-2,-5,1,-3,-3,2,3,2,-4	2,-8,12,4,-4,-20,-1,-10,-20,-15,-2,-3,-6,-6,-4,4,9,-9,-8,-8,-3,-4,-12,-4,3,-2,3,-3,-8,-15,4,-12,-9,4,6,4,-12
T2792	2,3,5,7,9,11,13,15,17,20,21,23,25,28,29,31,34,37,38,40,42,44,47,48,50,52,55,56,58,60,62,64,66,69,70,72,74	4,3,3,2,3,3,1,4,1,4,2,1,1,3,2,1,2,3,2,3,2,1,3,1,1,3,4,4,3,3,4,4,3,1,1,4,4	1,-2,4,4,-4,-5,-1,-5,-5,-2,-2,-3,-3,-2,-1,4,-1,-1,-2,-4,-3,-1,-2,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,2,3,2,-4	4,-6,12,8,-12,-15,-1,-20,-5,-8,-4,-3,-3,-6,-2,4,-2,-3,-4,-12,-6,-1,-6,-1,-4,-3,12,-12,-6,-15,-16,-12,-9,2,3,8,-16
T2793	2,3,5,7,9,12,13,16,18,20,21,23,25,28,29,31,34,36,38,40,42,44,46,48,51,52,55,56,58,60,62,64,66,69,70,72,74	1,3,2,3,1,1,4,3,3,1,3,2,2,2,4,2,2,1,3,4,2,2,2,3,1,3,2,3,1,3,4,2,2,1,1,3,3	1,-2,4,4,-4,1,-1,-4,5,-2,-2,-3,-3,-2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,3,-3,-2,-5,-4,-3,-3,2,3,2,-4	1,-6,8,12,-4,1,-4,-12,15,-2,-6,-6,-6,-4,-4,8,-2,-3,-6,-16,-6,-2,-8,-3,1,-3,6,-9,-2,-15,-16,-6,-6,2,3,6,-12
T2794	2,3,5,7,9,12,13,16,18,20,21,23,25,28,29,31,34,36,38,40,42,44,47,48,50,52,55,56,58,60,62,64,66,69,70,72,74	2,1,4,4,3,2,1,1,3,4,3,4,2,4,1,4,3,4,1,4,4,4,1,4,4,1,4,3,1,3,4,3,3,1,2,2,2	1,-2,4,4,-4,1,-1,-4,5,-2,-2,-3,-3,-2,-1,4,-1,-3,-2,-4,-3,-1,-2,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,2,3,2,-4	2,-2,16,16,-12,2,-1,-4,15,-8,-6,-12,-6,-8,-1,16,-3,-12,-2,-16,-12,-4,-2,-4,-16,-1,12,-9,-2,-15,-16,-9,-9,2,6,4,-8
T2795	2,3,5,7,9,11,13,15,17,19,21,23,25,28,29,31,34,37,38,40,42,44,46,49,50,52,55,56,58,60,62,64,66,69,70,72,74	4,3,2,2,1,1,1,1,1,2,3,2,4,3,3,1,3,2,2,2,3,4,4,2,4,2,2,2,3,2,4,1,4,3,4,2,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,-2,-1,4,-1,-1,-2,-4,-3,-1,-4,2,-4,-1,3,-3,-2,-5,-4,-3,-3,2,3,2,-4	4,-6,8,8,-4,-5,-1,-5,-5,-10,-6,-6,-12,-6,-3,4,-3,-2,-4,-8,-9,-4,-16,4,-16,-2,6,-6,-6,-10,-16,-3,-12,6,12,4,-12
T2796	2,3,5,8,9,12,14,16,17,19,21,23,25,28,29,31,34,36,38,40,42,44,46,48,51,52,55,56,58,60,62,64,66,69,71,72,74	2,4,4,4,4,3,2,2,4,4,4,1,3,4,1,4,2,3,4,2,4,3,3,3,2,3,3,3,4,1,4,2,4,4,4,1,3	1,-2,4,4,-4,1,-5,-4,-5,-5,-2,-3,-3,-2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,3,-3,-2,-5,-4,-3,-3,2,-1,2,-4	2,-8,16,16,-16,3,-10,-8,-20,-20,-8,-3,-9,-8,-1,16,-2,-9,-8,-8,-12,-3,-12,-3,2,-3,9,-9,-8,-5,-16,-6,-12,8,-4,2,-12
T2797	2,3,5,7,9,12,14,16,17,20,21,23,25,28,29,31,34,36,38,40,42,44,47,48,51,52,55,56,58,60,62,64,66,69,70,72,74	3,2,3,3,1,4,2,2,4,4,1,4,1,4,4,3,3,3,4,2,1,3,3,4,3,4,4,3,3,2,3,2,3,2,2,1,4	1,-2,4,4,-4,1,-5,-4,-5,-2,-2,-3,-3,-2,-1,4,-1,-3,-2,-4,-3,-1,-2,-1,1,-1,3,-3,-2,-5,-4,-3,-3,2,3,2,-4	3,-4,12,12,-4,4,-10,-8,-20,-8,-2,-12,-3,-8,-4,12,-3,-9,-8,-8,-3,-3,-6,-4,3,-4,12,-9,-6,-10,-12,-6,-9,4,6,2,-16
T2798	2,3,5,7,10,12,14,15,17,19,21,23,25,28,29,31,35,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,69,71,72,74	4,2,4,3,2,4,2,1,3,4,4,3,2,2,1,4,2,3,3,2,1,1,4,4,3,2,1,4,4,1,1,3,3,3,4,2,1	1,-2,4,4,4,1,-5,-5,-5,-5,-2,-3,-3,-2,-1,4,3,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,2,-1,2,-4	4,-4,16,12,8,4,-10,-5,-15,-20,-8,-9,-6,-4,-1,16,6,-9,-6,-8,-3,-1,-16,-4,-12,-2,3,-12,-8,-5,-4,-9,-9,6,-4,4,-4
T2799	2,3,5,7,10,12,14,15,17,19,21,23,25,28,29,31,35,36,39,40,42,44,46,48,51,52,55,56,58,60,62,64,66,69,71,72,74	2,2,3,3,3,3,1,2,3,4,1,2,2,3,4,4,2,4,2,3,4,2,1,1,1,3,2,2,1,4,3,1,1,4,2,3,2	1,-2,4,4,4,1,-5,-5,-5,-5,-2,-3,-3,-2,-1,4,3,-3,-3,-4,-3,-1,-4,-1,1,-1,3,-3,-2,-5,-4,-3,-3,2,-1,2,-4	2,-4,12,12,12,3,-5,-10,-15,-20,-2,-6,-6,-6,-4,16,6,-12,-6,-12,-12,-2,-4,-1,1,-3,6,-6,-2,-20,-12,-3,-3,8,-2,6,-8
T2800	2,3,5,7,9,12,14,16,18,20,21,23,25,28,29,31,34,36,38,40,42,44,46,48,51,52,55,56,58,60,62,64,66,69,70,72,74	2,2,4,2,3,3,3,3,1,2,4,2,3,3,2,2,2,3,1,1,4,4,2,4,2,1,2,1,2,3,4,3,4,1,1,1,3	1,-2,4,4,-4,1,-5,-4,5,-2,-2,-3,-3,-2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,3,-3,-2,-5,-4,-3,-3,2,3,2,-4	2,-4,16,8,-12,3,-15,-12,5,-4,-8,-6,-9,-6,-2,8,-2,-9,-2,-4,-12,-4,-8,-4,2,-1,6,-3,-4,-15,-16,-9,-12,2,3,2,-12
T2801	2,3,5,7,10,12,14,16,18,20,21,23,25,28,29,31,34,36,38,40,42,44,46,48,51,52,55,56,58,60,62,64,66,69,71,72,74	2,2,1,1,2,1,3,2,2,4,1,4,4,1,2,3,3,1,1,4,4,3,4,2,4,1,3,1,2,2,3,1,2,4,3,4,1	1,-2,4,4,4,1,-5,-4,5,-2,-2,-3,-3,-2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,3,-3,-2,-5,-4,-3,-3,2,-1,2,-4	2,-4,4,4,8,1,-15,-8,10,-8,-2,-12,-12,-2,-2,12,-3,-3,-2,-16,-12,-3,-16,-2,4,-1,9,-3,-4,-10,-12,-3,-6,8,-3,8,-4
T2802	2,3,5,7,9,12,14,16,18,20,21,23,25,28,29,31,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,69,71,72,74	3,1,4,1,3,2,3,4,2,2,2,3,2,4,4,4,2,1,4,2,1,3,1,2,4,4,1,4,2,4,2,3,1,1,3,2,2	1,-2,4,4,-4,1,-5,-4,5,-2,-2,-3,-3,-2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,2,-1,2,-4	3,-2,16,4,-12,2,-15,-16,10,-4,-4,-9,-6,-8,-4,16,-2,-3,-8,-8,-3,-3,-4,-2,-16,-4,3,-12,-4,-20,-8,-9,-3,2,-3,4,-8
T2803	2,3,5,7,9,12,14,16,18,20,21,23,25,28,29,31,34,36,38,40,42,44,47,48,50,52,55,56,58,60,62,64,66,69,70,72,74	1,1,2,1,1,3,1,2,2,1,4,4,2,1,1,2,3,4,4,3,1,4,1,2,4,1,4,1,3,2,2,2,3,2,2,4,2	1,-2,4,4,-4,1,-5,-4,5,-2,-2,-3,-3,-2,-1,4,-1,-3,-2,-4,-3,-1,-2,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,2,3,2,-4	1,-2,8,4,-4,3,-5,-8,10,-2,-8,-12,-6,-2,-1,8,-3,-12,-8,-12,-3,-4,-2,-2,-16,-1,12,-3,-6,-10,-8,-6,-9,4,6,8,-8
T2804	2,3,5,7,9,12,14,16,18,20,21,23,25,28,29,31,34,36,39,40,42,44,46,48,51,52,55,56,58,60,62,64,66,69,71,72,74	3,4,2,3,3,1,4,4,4,4,3,3,4,3,2,4,3,4,3,2,2,1,4,1,2,3,3,4,4,1,3,2,4,1,4,2,1	1,-2,4,4,-4,1,-5,-4,5,-2,-2,-3,-3,-2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,3,-3,-2,-5,-4,-3,-3,2,-1,2,-4	3,-8,8,12,-12,1,-20,-16,20,-8,-6,-9,-12,-6,-2,16,-3,-12,-9,-8,-6,-1,-16,-1,2,-3,9,-12,-8,-5,-12,-6,-12,2,-4,4,-4
T2805	2,3,5,7,9,12,13,15,17,20,21,24,25,27,29,33,34,36,38,40,42,44,47,48,51,52,54,56,58,60,62,64,66,68,70,73,74	1,1,1,4,1,3,3,2,4,1,3,4,2,2,1,4,1,4,4,2,1,2,1,2,1,3,3,1,4,3,1,3,3,4,1,4,4	1,-2,4,4,-4,1,-1,-5,-5,-2,-2,5,-3,2,-1,-5,-1,-3,-2,-4,-3,-1,-2,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	1,-2,4,16,-4,3,-3,-10,-20,-2,-6,20,-6,4,-1,-20,-1,-12,-8,-8,-3,-2,-2,-2,1,-3,-15,-3,-8,-15,-4,-9,-9,-16,3,8,-16
T2806	2,3,5,7,9,12,13,15,17,20,21,24,25,27,29,33,34,36,38,40,43,44,47,48,51,52,54,56,58,60,62,64,66,68,70,73,74	3,3,1,2,2,3,3,3,4,1,3,1,1,1,2,3,4,1,1,3,4,4,1,4,3,2,2,4,2,2,2,1,1,2,4,3,4	1,-2,4,4,-4,1,-1,-5,-5,-2,-2,5,-3,2,-1,-5,-1,-3,-2,-4,-2,-1,-2,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	3,-6,4,8,-8,3,-3,-15,-20,-2,-6,5,-3,2,-2,-15,-4,-3,-2,-12,-8,-4,-2,-4,3,-2,-10,-12,-4,-10,-8,-3,-3,-8,12,6,-16
T2807	2,3,5,7,10,12,13,15,17,19,21,24,25,27,29,33,34,36,38,40,43,44,46,48,50,52,54,56,58,60,62,64,66,68,70,73,74	3,4,1,4,2,4,3,2,3,3,2,1,2,4,1,1,4,4,2,1,3,2,4,4,3,2,3,3,3,2,2,3,2,2,2,2,4	1,-2,4,4,4,1,-1,-5,-5,-5,-2,5,-3,2,-1,-5,-1,-3,-2,-4,-2,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	3,-8,4,16,8,4,-3,-10,-15,-15,-4,5,-6,8,-1,-5,-4,-12,-4,-4,-6,-2,-16,-4,-12,-2,-15,-9,-6,-10,-8,-9,-6,-8,6,4,-16
T2808	2,3,5,7,9,12,13,15,17,20,21,24,25,27,29,33,34,36,38,40,43,44,47,48,50,52,54,56,58,60,62,64,66,68,70,73,74	2,2,1,1,2,4,1,3,1,1,4,4,1,1,3,1,1,4,1,4,3,4,2,1,3,2,1,2,4,2,1,2,1,1,2,4,3	1,-2,4,4,-4,1,-1,-5,-5,-2,-2,5,-3,2,-1,-5,-1,-3,-2,-4,-2,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	2,-4,4,4,-8,4,-1,-15,-5,-2,-8,20,-3,2,-3,-5,-1,-12,-2,-16,-6,-4,-4,-1,-12,-2,-5,-6,-8,-10,-4,-6,-3,-4,6,8,-12
T2809	2,3,5,7,9,12,13,15,17,19,21,23,25,27,29,33,34,36,38,40,42,44,46,48,51,52,54,56,58,60,62,64,67,68,70,73,74	1,4,3,4,2,3,3,3,1,1,3,2,2,3,4,2,4,1,4,2,3,1,3,3,2,3,2,2,3,2,3,4,4,2,1,3,3	1,-2,4,4,-4,1,-1,-5,-5,-5,-2,-3,-3,2,-1,-5,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-2,-4,3,2,-4	1,-8,12,16,-8,3,-3,-15,-5,-5,-6,-6,-6,6,-4,-10,-4,-3,-8,-8,-9,-1,-12,-3,2,-3,-10,-6,-6,-10,-12,-12,-8,-8,3,6,-12
T2810	2,3,5,7,9,12,13,15,17,20,21,23,25,27,29,33,34,36,38,40,42,44,47,48,51,52,54,56,58,60,62,64,67,68,70,73,74	2,3,1,4,1,1,4,2,1,2,2,4,4,3,1,1,4,4,4,2,2,4,2,2,3,2,4,1,1,3,3,1,4,2,2,4,4	1,-2,4,4,-4,1,-1,-5,-5,-2,-2,-3,-3,2,-1,-5,-1,-3,-2,-4,-3,-1,-2,-1,1,-1,-5,-3,-2,-5,-4,-3,-2,-4,3,2,-4	2,-6,4,16,-4,1,-4,-10,-5,-4,-4,-12,-12,6,-1,-5,-4,-12,-8,-8,-6,-4,-4,-2,3,-2,-20,-3,-2,-15,-12,-3,-8,-8,6,8,-16
T2811	2,3,5,7,9,12,13,15,17,20,21,23,25,27,29,33,34,36,38,40,43,44,47,48,51,52,54,56,58,60,62,64,67,68,70,73,74	1,1,2,4,2,3,4,2,4,3,3,3,4,4,2,3,2,1,1,4,3,1,2,2,4,1,3,1,1,2,4,1,1,3,4,2,1	1,-2,4,4,-4,1,-1,-5,-5,-2,-2,-3,-3,2,-1,-5,-1,-3,-2,-4,-2,-1,-2,-1,1,-1,-5,-3,-2,-5,-4,-3,-2,-4,3,2,-4	1,-2,8,16,-8,3,-4,-10,-20,-6,-6,-9,-12,8,-2,-15,-2,-3,-2,-16,-6,-1,-4,-2,4,-1,-15,-3,-2,-10,-16,-3,-2,-12,12,4,-4
T2812	2,3,6,7,9,11,13,15,17,19,21,23,25,27,29,33,35,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,67,68,70,73,74	3,1,1,2,3,2,1,2,3,4,2,4,3,1,2,3,2,3,1,1,1,3,3,2,1,1,2,3,4,2,2,3,2,1,1,1,1	1,-2,-3,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,-5,3,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-2,-4,3,2,-4	3,-2,-3,8,-12,-10,-1,-10,-15,-20,-4,-12,-9,2,-2,-15,6,-9,-2,-4,-3,-3,-12,-2,-4,-1,-10,-9,-8,-10,-8,12,-4,-4,3,2,-4
T2813	2,3,5,7,9,12,13,15,17,20,21,23,25,27,29,33,34,36,38,40,42,44,47,48,50,52,54,56,58,60,62,64,67,68,70,73,74	2,3,2,4,2,4,1,1,4,2,1,1,4,4,4,2,1,4,1,2,2,2,2,3,2,1,1,2,2,3,4,3,4,1,2,4,3	1,-2,4,4,-4,1,-1,-5,-5,-2,-2,-3,-3,2,-1,-5,-1,-3,-2,-4,-3,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,-3,-2,-4,3,2,-4	2,-6,8,16,-8,4,-1,-5,-20,-4,-2,-3,-12,8,-4,-10,-1,-12,-2,-8,-6,-2,-4,-3,-8,-1,-5,-6,-4,-15,-16,-9,-8,-4,6,8,-12
T2814	2,3,5,7,9,12,13,15,17,20,21,23,25,27,29,33,34,36,38,40,43,44,47,48,50,52,54,56,58,60,62,64,67,68,70,73,74	2,2,2,4,2,4,2,4,4,4,1,2,4,3,2,4,1,4,4,2,3,2,2,2,3,1,2,1,1,1,2,2,2,2,3,2,1	1,-2,4,4,-4,1,-1,-5,-5,-2,-2,-3,-3,2,-1,-5,-1,-3,-2,-4,-2,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,-3,-2,-4,3,2,-4	2,-4,8,16,-8,4,-2,-20,-20,-8,-2,-6,-12,6,-2,-20,-1,-12,-8,-8,-6,-2,-4,-2,-12,-1,-10,-3,-2,-5,-8,-6,-4,-8,9,4,-4
T2815	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,38,40,43,44,46,48,51,52,54,57,58,60,62,65,66,69,70,73,74	4,1,2,1,1,4,3,4,3,3,4,4,1,4,1,3,3,3,2,3,3,2,1,4,4,2,4,2,1,2,4,1,4,1,4,4,4	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-4,-1,1,-1,-5,3,-2,-5,-4,4,-3,2,3,2,-4	4,-2,8,4,-4,-20,-3,-20,-15,-15,-8,20,-3,8,-1,12,-3,-9,-4,-12,-6,-2,-4,-4,4,-2,-20,6,-2,-10,-16,4,-12,2,12,8,-16
T2816	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,38,40,43,44,46,48,51,53,54,57,58,60,62,65,66,69,70,73,74	2,2,1,3,1,1,1,1,3,4,3,4,3,2,4,3,1,1,1,1,2,2,1,3,3,4,1,2,4,1,1,1,1,3,1,2,2	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-4,-1,1,-4,-5,3,-2,-5,-4,4,-3,2,3,2,-4	2,-4,4,12,-4,-5,-1,-5,-15,-20,-6,20,-9,4,-4,12,-1,-3,-2,-4,-4,-2,-4,-3,3,-16,-5,6,-8,-5,-4,4,-3,6,3,4,-8
T2817	2,3,5,7,9,12,13,15,17,20,21,24,25,27,29,31,34,36,38,40,43,44,47,48,51,52,54,56,58,60,62,64,66,68,70,73,74	3,4,4,2,4,4,2,3,3,3,2,2,1,1,4,2,3,4,2,1,2,3,3,3,4,2,2,2,3,3,4,2,1,1,3,2,4	1,-2,4,4,-4,1,-1,-5,-5,-2,-2,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-2,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	3,-8,16,8,-16,4,-2,-15,-15,-6,-4,10,-3,2,-4,8,-3,-12,-4,-4,-4,-3,-6,-3,4,-2,-10,-6,-6,-15,-16,-6,-3,-4,9,4,-16
T2818	2,3,5,7,9,11,13,15,17,20,21,24,25,27,29,31,34,36,38,40,43,44,47,48,51,52,54,56,58,60,62,65,66,68,70,73,74	3,2,2,3,4,2,2,4,1,1,2,2,2,3,4,4,4,4,4,3,4,1,4,1,1,4,2,3,1,3,2,3,4,3,3,1,1	1,-2,4,4,-4,-5,-1,-5,-5,-2,-2,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-2,-1,1,-1,-5,-3,-2,-5,-4,4,-3,-4,3,2,-4	3,-4,8,12,-16,-10,-2,-20,-5,-2,-4,10,-6,6,-4,16,-4,-12,-8,-12,-8,-1,-8,-1,1,-4,-10,-9,-2,-15,-8,12,-12,-12,9,2,-4
T2819	2,3,5,7,9,12,13,15,17,20,21,24,25,27,29,31,34,36,38,40,43,44,47,48,51,52,54,56,58,60,62,65,66,68,70,73,74	1,4,1,1,4,4,3,4,2,1,4,3,4,3,3,2,3,3,1,3,1,1,1,4,1,3,4,4,2,4,1,4,1,1,1,4,3	1,-2,4,4,-4,1,-1,-5,-5,-2,-2,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-2,-1,1,-1,-5,-3,-2,-5,-4,4,-3,-4,3,2,-4	1,-8,4,4,-16,4,-3,-20,-10,-2,-8,15,-12,6,-3,8,-3,-9,-2,-12,-2,-1,-2,-4,1,-3,-20,-12,-4,-20,-4,16,-3,-4,3,8,-12
T2820	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,38,40,43,44,46,48,50,52,54,57,58,60,62,65,66,69,70,73,74	2,4,1,1,4,3,1,3,3,1,4,3,2,2,1,2,4,1,4,2,3,4,3,4,3,2,3,2,4,1,2,1,4,4,4,2,4	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-4,-1,-4,-1,-5,3,-2,-5,-4,4,-3,2,3,2,-4	2,-8,4,4,-16,-15,-1,-15,-15,-5,-8,15,-6,4,-1,8,-4,-3,-8,-8,-6,-4,-12,-4,-12,-2,-15,6,-8,-5,-8,4,-12,8,12,4,-16
T2821	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,38,40,43,44,46,48,50,53,54,57,58,60,62,65,66,69,70,73,74	1,3,4,1,1,2,1,4,4,2,3,2,4,3,4,2,2,4,3,1,4,4,3,4,2,3,4,1,4,3,4,4,4,2,4,4,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-4,-1,-4,-4,-5,3,-2,-5,-4,4,-3,2,3,2,-4	1,-6,16,4,-4,-10,-1,-20,-20,-10,-6,10,-12,6,-4,8,-2,-12,-6,-4,-8,-4,-12,-4,-8,-12,-20,3,-8,-15,-16,16,-12,4,12,8,-12
T2822	2,3,6,7,9,11,13,15,17,19,21,24,25,27,29,31,35,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,66,69,70,73,74	1,4,3,1,2,3,2,4,1,1,2,4,4,4,4,1,1,2,2,2,2,3,3,3,4,4,1,3,4,4,3,2,1,1,2,3,2	1,-2,-3,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,3,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,2,3,2,-4	1,-8,-9,4,-8,-15,-2,-20,-5,-5,-4,20,-12,8,-4,4,3,-6,-4,-8,-6,-3,-12,-3,-16,-4,-5,-9,-8,-20,-12,8,-3,2,6,6,-8
T2823	2,3,5,7,9,12,13,16,17,19,21,24,25,27,29,31,34,36,38,40,43,44,46,48,50,52,54,56,58,60,62,65,66,69,70,73,74	1,3,4,1,3,2,2,3,3,1,3,1,3,1,4,2,2,1,3,4,3,3,1,4,1,2,4,1,3,2,2,3,3,3,4,3,1	1,-2,4,4,-4,1,-1,-4,-5,-5,-2,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,2,3,2,-4	1,-6,16,4,-12,2,-2,-12,-15,-5,-6,5,-9,2,-4,8,-2,-3,-6,-16,-6,-3,-4,-4,-4,-2,-20,-3,-6,-10,-8,12,-9,6,12,6,-4
T2824	2,3,6,7,9,11,13,15,17,19,21,24,25,27,29,31,35,36,38,40,43,44,46,48,50,52,54,56,58,60,62,65,66,68,70,73,74	2,2,4,4,4,3,4,4,4,4,2,2,1,2,1,4,1,1,2,1,1,4,4,4,2,3,4,4,2,3,3,1,2,2,1,3,2	1,-2,-3,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,3,-3,-2,-4,-2,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,-4,3,2,-4	2,-4,-12,16,-16,-15,-4,-20,-20,-20,-4,10,-3,4,-1,16,3,-3,-4,-4,-2,-4,-16,-4,-8,-3,-20,-12,-4,-15,-12,4,-6,-8,3,6,-8
T2825	2,3,5,7,9,11,13,15,17,20,21,24,25,27,29,31,34,36,38,40,43,44,47,48,50,52,54,56,58,60,62,65,66,69,70,73,74	2,4,2,2,2,4,4,1,2,4,2,1,4,3,1,3,4,1,3,2,4,2,1,2,1,4,3,4,2,3,2,2,1,3,2,4,1	1,-2,4,4,-4,-5,-1,-5,-5,-2,-2,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,2,3,2,-4	2,-8,8,8,-8,-20,-4,-5,-10,-8,-4,5,-12,6,-1,12,-4,-3,-6,-8,-8,-2,-2,-2,-4,-4,-15,-12,-4,-15,-8,8,-3,6,6,8,-4
T2826	2,3,5,7,9,11,13,15,17,20,21,24,25,27,29,31,34,36,38,40,43,44,47,48,50,52,54,56,58,60,62,65,66,68,70,73,74	1,2,1,2,2,2,4,4,3,3,3,3,3,4,2,1,1,1,3,4,3,2,1,3,1,4,2,2,1,1,1,2,2,1,2,3,3	1,-2,4,4,-4,-5,-1,-5,-5,-2,-2,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,-4,3,2,-4	1,-4,4,8,-8,-10,-4,-20,-15,-6,-6,15,-9,8,-2,4,-1,-3,-6,-16,-6,-2,-2,-3,-4,-4,-10,-6,-2,-5,-4,8,-6,-4,6,6,-12
T2827	2,3,5,7,9,12,13,15,17,20,21,24,25,27,29,31,34,36,38,40,43,44,47,48,50,52,54,56,58,60,62,65,66,68,70,73,74	2,1,1,2,2,3,1,2,2,4,1,2,2,2,3,1,2,3,1,4,2,1,2,4,4,4,4,4,1,1,1,1,3,4,3,4,1	1,-2,4,4,-4,1,-1,-5,-5,-2,-2,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,-4,3,2,-4	2,-2,4,8,-8,3,-1,-10,-10,-8,-2,10,-6,4,-3,4,-2,-9,-2,-16,-4,-1,-4,-4,-16,-4,-20,-12,-2,-5,-4,4,-9,-16,9,8,-4
T2828	2,3,5,7,9,12,13,15,17,20,21,23,25,27,29,31,34,36,38,40,42,44,47,48,51,52,54,56,58,60,62,64,67,68,70,73,74	4,2,4,3,2,2,2,1,2,4,3,1,4,4,2,3,1,3,1,4,1,3,4,1,3,1,3,4,3,4,4,4,3,1,1,3,2	1,-2,4,4,-4,1,-1,-5,-5,-2,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-2,-1,1,-1,-5,-3,-2,-5,-4,-3,-2,-4,3,2,-4	4,-4,16,12,-8,2,-2,-5,-10,-8,-6,-3,-12,8,-2,12,-1,-9,-2,-16,-3,-3,-8,-1,3,-1,-15,-12,-6,-20,-16,-12,-6,-4,3,6,-8
T2829	2,3,5,7,9,11,13,16,17,20,21,23,25,27,29,31,34,36,38,40,43,44,47,48,51,52,54,56,58,60,62,64,67,68,70,73,74	2,4,3,1,4,1,4,2,3,2,2,3,2,1,1,1,4,3,1,2,2,2,2,4,1,3,3,4,4,3,1,2,1,2,3,4,4	1,-2,4,4,-4,-5,-1,-4,-5,-2,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-2,-1,1,-1,-5,-3,-2,-5,-4,-3,-2,-4,3,2,-4	2,-8,12,4,-16,-5,-4,-8,-15,-4,-4,-9,-6,2,-1,4,-4,-9,-2,-8,-4,-2,-4,-4,1,-3,-15,-12,-8,-15,-4,-6,-2,-8,9,8,-16
